publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	Open Journal of Applied Biosensor	2168-5401	2168-5398	2012	1		2017	4				container_zgv3r2lahnfa3hbzrr4qzenrlm	fulltext		Scientific Research Publishing, Inc	2168-5398
serial	Studia Quaternaria	1641-5558	2300-0384	2013	30		2018	35				container_qntrom55yffylbojr5gcgkdcie	fulltext		De Gruyter Open Sp. z o.o.	1641-5558
serial	Berkala Perikanan Terubuk	0126-4265	2654-2714	2018	46		2019	47				container_slowhy5xzjeazfauawdcummu5y	fulltext		Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau	0126-4265
serial	Journal of Research in Physics	1450-7404	2217-933X	2011	35		2018	39				container_d63k6mhr6jcuzehcekhmtfyc6u	fulltext		De Gruyter Open Sp. z o.o.	1450-7404
serial	Korean Journal of Occupational Health Nursing	1225-9586		2011	20		2012	21				container_dbnmwsrrv5ar7ebk7dkodasmzy	fulltext		Korean Academic Society of Occupational Health Nursing	1225-9586
serial	Bulletin of Ural Federal University Series Economics and Management	2412-5725	2412-5784	2015	14		2018	17				container_myguyioejvcdrlsgx4oczw5d2e	fulltext		Ural Federal University	2412-5725
serial	Language Circle Journal of Language and Literature	1858-0165	2460-853X	2018	12		2019	14				container_yzhrqyobfjaarckcd4pir22zpa	fulltext		Universitas Negeri Semarang	1858-0165
serial	Journal of Ancient Diseases & Preventive Remedies		2329-8731	2013	1		2016	5				container_axk7juoqfzhmpegf2i4yzcfobe	fulltext		Omics Publishing Group	2329-8731
serial	British Journal of Research		2394-3718	2017	4		2018	5				container_2rb7o6iylve3zihzwo5ob3jn54	fulltext		Scitechnol Biosoft Pvt. Ltd	2394-3718
serial	Journal of Korea Spatial Information Society	2287-9242		2012	20		2013	21				container_m4zmtllkkzbxbf7fhqhjreufee	fulltext		Korea Spatial Information Society	2287-9242
serial	Mathematics in Modern Technical University		2664-4258	2018	2018		2019	2019				container_gmq5jyzlnfd5zh6b4kuhusmpgi	fulltext		Kyiv Politechnic Institute	2664-4258
serial	Física de la Tierra	0214-4557	1988-2440	1970	23		2017	29				container_aiiwgan5ovgqtflw67vyh5mgoq	fulltext		Universidad Complutense de Madrid	0214-4557
serial	Research Letters in Materials Science	1687-6822	1687-6830	2008	2008		2009	2009				container_yg7m2z2befem5jw2wcknwzokvy	fulltext		Hindawi Limited	1687-6822
serial	Przedsiebiorczosc i Zarzadzanie	1733-2486	1733-2486	2014	15		2015	16				container_wuctbnoj7zgi5lu7j5dhgz2wwq	fulltext		De Gruyter Open Sp. z o.o.	1733-2486
serial	Revistas ICDP	0123-2479	2346-3473	2015	39		2018	47				container_mljsqjwelnfgfhopz5rxikyyge	fulltext		Instituto Colombiano de Derecho Procesal	0123-2479
serial	Lithuanian Foreign Policy Review	1392-5504	1822-9638	2015	33		2017	36				container_4yb4ujdew5eefmeiz3cn27zhhi	fulltext		Walter de Gruyter GmbH	1392-5504
serial	Journal of Bangladesh Chemical Society	1022-016X	2408-8692	2012	24		2013	25				container_pcbuybcfzval7brvfgjr3kgksi	fulltext		Bangladesh Journals Online	1022-016X
serial	Journal of Mathematics Education	1945-7502	1945-7448	2018	11		2021	14				container_vssrxv2gebditdue5fpx5ptlf4	fulltext		Education for All	1945-7502
serial	ISRN Oncology	2090-5661	2090-567X	2011	2011		2014	2014				container_3ct2oi5q4rdqzf5xauvrzyzpai	fulltext		Hindawi (International Scholarly Research Network)	2090-5661
serial	Revista de Humanidades	1414-042X	2318-0714	2013	28		2018	32				container_3vaw7okzenetlicafxf2n26gm4	fulltext		Fundacao Edson Queiroz	1414-042X
serial	Journal of Blood Transfusion	2090-9187	2090-9195	2012	2012		2018	2018				container_47wifjq5szdnlp5h4lthdqttd4	fulltext		Hindawi Limited	2090-9195
serial	Molecular Enzymology and Drug Targets		2572-5475	2015	1		2018	4				container_7dfiilhkgjg65hsypon6dlsz7a	fulltext		Scitechnol Biosoft Pvt. Ltd	2572-5475
serial	Advances in Classification Research Online		2324-9773	1991	11		2019	29				container_rnocwf753ff2fazvnyyycsiwo4	fulltext		University of Washington Libraries	2324-9773
serial	Grand Rounds	1470-5206	1470-5206	2012	12		2016	16				container_xjkgubd2ybgflpk2qi2wqw4p2u	fulltext		E-MED LTD	1470-5206
serial	Journal of the Korean Geotechnical Society	1229-2427		2012	28		2013	29				container_v3fcfso2k5eupau2pdgtswneba	fulltext		Korean Geotechnical Society	1229-2427
serial	Entomología y Vectores	0328-0381	0328-0381	2004	11		2005	12				container_36tjjgqohzgvhmkwvngr36hbky	fulltext		SciELO	0328-0381
serial	Soft Nanoscience Letters	2160-0600	2160-0740	2011	1		2020	10				container_43xi7oa2rna57fbylcyiptla4a	fulltext		Scientific Research Publishing, Inc	2160-0740
serial	Periodontics and Prosthodontics		2471-3082	2015	1		2018	4				container_6psfesivajfv3aicckcwbdtvfm	fulltext		Scitechnol Biosoft Pvt. Ltd	2471-3082
serial	Journal of Chemical Engineering	2221-7436	2408-8617	2011	24		2017	30				container_wlxmcz3lbvefxl3uamwcclxa6a	fulltext		Bangladesh Journals Online	2221-7436
serial	Tehnologija mesa	0494-9846		2012	53		2014	55				container_htvxrxlfhjby3hx5ntp5wtdxsm	fulltext		Centre for Evaluation in Education and Science	0494-9846
serial	Open Journal of Synthesis Theory and Applications	2168-1244	2168-1252	2012	1		2018	7				container_cljfnz4izff7xndze7ffyi2rlm	fulltext		Scientific Research Publishing, Inc	2168-1244
serial	International Journal Advanced Quality	2217-8155	2560-3884	2017	44		2018	46				container_ulpogpscrfgnvlzzc4wiinybiq	fulltext		United Association of Serbia for Quality UASQ	2217-8155
serial	ISRN Obesity		2090-9446	2012	2012		2014	2014				container_rizeclnwkze2xegfxlm27jtglm	fulltext		Hindawi (International Scholarly Research Network)	2090-9446
serial	Annales Universitatis Paedagogicae Cracoviensis. Studia Psychologica	2084-5596	2450-1271	2018	11		2020	13				container_42uuvv6pl5h5fji6k2refemdpi	fulltext		Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej (Kraków)	2084-5596
serial	Pensamiento y Cultura	0123-0999	2027-5331	2010	13		2015	18				container_jtpn7brixvcbtbyh54ji5bjts4	fulltext		Universidad de la Sabana	0123-0999
serial	ISRN Endocrinology	2090-4630	2090-4649	2011	2011		2014	2014				container_yfhr6jhwu5edvnt72dlu3otalm	fulltext		Hindawi (International Scholarly Research Network)	2090-4630
serial	Journal of Interpolation and Approximation in Scientific Computing	2194-3907	2194-3907	2012	2012		2018	2018				container_2csgsn64jjg2borug7auemlwci	fulltext		ISPACS GmbH	2194-3907
serial	Journal of Childhood Obesity		2572-5394	2016	1		2018	3				container_zjiofmfqgvdn7n2u3ipc66ydvm	fulltext		Scitechnol Biosoft Pvt. Ltd	2572-5394
serial	Termotehnika	0350-218X		2014	40		2016	42				container_2cowlw7zgvao3gzqyj4ucykqry	fulltext		Centre for Evaluation in Education and Science	0350-218X
serial	Jurnal Surya	1979-9128	2715-064X	2020	12		2022	14				container_fxs2j4euiff67a4lf57xokoiu4	fulltext		Universitas Muhammadiyah Lamongan	1979-9128
serial	Économie et Solidarités	1848-8031	1923-0818	2008	39		2014	44				container_q27m5qoqlrhhbcmzelrd7yrtn4	fulltext		Consortium Erudit	1484-8031
serial	Proceedings of geosynthetics symposium	1344-3496	1884-3719	1995	10		1997	12				container_hsvbuoqmz5dwzkjzw4l3rswmmi	fulltext		Japan Chapter of International Geosynthetics Society	1344-3496
serial	ISRN Biotechnology		2090-9403	2013	2013		2014	2014				container_75zrylcocjcs7cg6o6nvo6v2sy	fulltext		Hindawi (International Scholarly Research Network)	2090-9403
serial	Scientific Journal of Riga Technical University Power and Electrical Engineering	1407-7345		2009	25		2011	29				container_3sp6uvhyojbs5ihpcj2awaf3au	fulltext		De Gruyter Open Sp. z o.o.	1407-7345
serial	Canadian Review of Art Education Research and Issues / Revue canadienne de recherches et enjeux en éducation artistique	0384-1839		2016	42		2017	44				container_n7yvelyysnb7repxoqpl2hem2y	fulltext		McGill University Library and Archives	0384-1839
serial	Journal of Waste Management	2356-7724	2314-6052	2015	2015		2016	2016				container_34757pizszejbnvjmdnvd2z4da	fulltext		Hindawi Limited	2314-6052
serial	Microscopy Research	2329-3306	2329-3314	2013	1		2019	7				container_ybgsqvza6jc2nlnv4k5274m5qa	fulltext		Scientific Research Publishing, Inc	2329-3306
serial	Atuação: Revista Jurídica do Ministério Público Catarinense	1981-1683	2595-3966	2018	13		2021	16				container_ij5yvl4yjrc7zbqij7rxnoatqm	fulltext		Revista Atuacao - Ministerio Publico de Santa Catarina	1981-1683
serial	Journal of the Society of Materials Engineering for Resources of Japan	2433-0507	2433-9385	2017	28		2021	32				container_dzwrzy765vgsheq4azmetgqmdi	fulltext		The Society of Materials Engineering for Resources of Japan	2433-0507
serial	New Jersey History		2151-3619	2009	124		2011	126				container_ppikiplatfdolmk3kj6crgvqxm	fulltext		Rutgers University Libraries	2151-3619
serial	ISRN Vascular Medicine	2090-5823	2090-5831	2011	2011		2014	2014				container_35awceqdjfalrppnbj47wouvvi	fulltext		Hindawi (International Scholarly Research Network)	2090-5823
serial	The Primary Source	0741-6563	1941-8434	2000	10		2015	34				container_m4c5ihjygzbwzerghnmcjrp5iu	fulltext		Univeristy of Southern Mississippi	0741-6563
serial	Religare Revista do Programa de Pós-Graduação em Ciências das Religiões da UFPB	1982-6605	1982-6605	2017	14		2018	15				container_hywg6t4kefehrper2ftitv37ye	fulltext		Portal de Periodicos UFPB	1982-6605
serial	ISRN Neurology	2090-5505	2090-5513	2011	2011		2014	2014				container_s3wwdlxtsrdr3b2c3x5eizuj4m	fulltext		Hindawi (International Scholarly Research Network)	2090-5505
serial	Mathematics Education Trends and Research	2195-4372	2195-4372	2012	2012		2018	2018				container_h3nbnmgnjzhddh6glxvthbisku	fulltext		ISPACS GmbH	2195-4372
serial	Masyarakat Telematika Dan Informasi Jurnal Penelitian Teknologi Informasi dan Komunikasi	2087-3123	2621-1386	2019	10		2020	11				container_oi2g2zgosnd2tlx6kfgkhl4qje	fulltext		Badan Litbang SDM Kementerian Komunikasi dan Informatika	2087-3123
serial	Wood Science = Faipar	0014-6897	2064-9231	2014	62		2015	63				container_6254qlrkdrbohjqudykbt45y2u	fulltext		ERFARET, Ldt	0014-6897
serial	Open Journal of Modern Physics	2372-627X	2372-6288	2014	2014		2015	2015				container_2pbeeqy6qzhvzio4qm4d7ug77a	fulltext		Scientific Online Publishing, Co., Ltd	2372-627X
serial	Jurnal Perencanaan Wilayah dan Kota	0853-9847	2442-3866	2014	25		2017	27				container_qgsql52w4rarjcd7n2y2cinrfa	fulltext		The Institute for Research and Community Services ITB	0853-9847
serial	Journal of Amino Acids	2090-0104	2090-0104	2010	2010		2017	2017				container_4ovgtinze5hfpckupbb7224wh4	fulltext		Hindawi Limited	2090-0104
serial	Iconofacto	1900-2785	2390-0040	2015	11		2016	12				container_wf4h6cmzabgdxmdpkemmw6h65u	fulltext		Universidad Pontificia Bolivariana	1900-2785
serial	Journal of Agriculture Science & Technology	0529-4029		2014	48		2015	51				container_2p43sorlfzfh3k2vhqmryto6nq	fulltext		Institute of Agriculture Science and Technology	0529-4029
serial	Head and Neck Cancer Research		2572-2107	2016	1		2018	3				container_hmnpe6qod5hjpfgv4oxr3rmtxu	fulltext		Scitechnol Biosoft Pvt. Ltd	2572-2107
serial	Cardiovascular Psychiatry and Neurology	2090-0163	2090-0171	2009	2009		2017	2017				container_ltwqvc6udzf7hbattxhy67rtkq	fulltext		Hindawi Limited	2090-0171
serial	Transactions of the Royal Irish Academy	0790-8113		1787	1		1856	23				container_eslkrxaopjbfpgq7ef5sq4mpo4	fulltext		Royal Irish Academy; JSTOR	0790-8113
serial	Management Science and Financial Engineering	2287-2043		2012	18		2016	22				container_ppbihzweybgsdfvavjf7vzoo6i	fulltext		The Korean Operations and Management Science Society	2287-2043
serial	Medical & Clinical Reviews		2471-299X	2016	1		2018	4				container_iqmxutbxt5gwtg2sh376l7bbaa	fulltext		Scitechnol Biosoft Pvt. Ltd	2471-299X
serial	The Polish Journal of Aviation Medicine Bioengineering and Psychology	2451-3512	2543-7186	2016	22		2022	26				container_qdxmvgth2jbf5ahbxovooo7b4q	fulltext		Military Institute of Aviation Medicine	2451-3512
serial	Wrocławskie Studia Wschodnie	1429-4168		2019	23		2022	25				container_5ocxfbf3cfbkzir4vh6bwsmhju	fulltext		Wydawnictwo Uniwersytetu Wroclawskiego	1429-4168
serial	Annales Universitatis Mariae Curie-Skłodowska sectio G (IUS)	0458-4317	2449-8505	2014	61		2021	68				container_zv2hv6oao5gyze2qtjxfc6k5ym	fulltext		Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej w Lublinie	0458-4317
serial	Clujul Medical	1222-2119	2066-8872	2007	86		2017	92				container_endx2vxygvd7dgiyrlfrhgn54i	fulltext		Clujul Medical	1222-2119
serial	Research Letters in Signal Processing	1687-6911	1687-692X	2008	2008		2009	2009				container_kyakitztfrcpzdj2frqh34qzqa	fulltext		Hindawi Limited	1687-6911
serial	Acta Científica Ciências Humanas	1519-9800	1519-9800	2015	25		2019	27				container_otobx2pbu5b6thqcwzoyaaxtha	fulltext		Instituto Adventista de Ensino	1519-9800
serial	ISRN Soil Science		2090-875X	2012	2012		2014	2014				container_smehdhmkybf5bokrx5thu3jmla	fulltext		Hindawi (International Scholarly Research Network)	2090-875X
serial	Proceedings of the Japanese Histochemical Association	0388-077X	1883-9444	1966	1966		1967	1967				container_eq7cc57zpvdehmh75fkvbac55m	fulltext		Japan Society of Histochemistry and Cytochemistry	0388-077X
serial	Turkiye Klinikleri Journal of Neurology	1304-0537	2146-8907	2015	10		2018	13				container_idgcx7i4zjhv3dfz2izahswqj4	fulltext		Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S	1304-0537
serial	Universitas Jus	1519-9045	1982-8268	2012	23		2016	27				container_4zf6vrrzgfgfzckq4m2g4ao5em	fulltext		Centro de Ensino Unificado de Brasilia	1519-9045
serial	Bulletin of the Department of Geology	1996-3491		2008	10		2020	22				container_hvoxoqckcjgr3keqja3sfiy6lm	fulltext		Nepal Journals Online	1996-3491
serial	eL-HIKMAH Jurnal Kajian dan Penelitian Pendidikan Islam	2086-3594	2527-4651	2019	13		2020	14				container_oxagg6rejbdjbpgsqno2lgnws4	fulltext		State Islamic University (UIN) Mataram	2086-3594
serial	CedarEthics A Journal of Critical Thinking in Bioethics		2333-9713	2008	10		2014	14				container_63corx6jnzckzb6kcnlsyou4wu	fulltext		Centennial Library	2333-9713
serial	Journal of Allergy	1687-9783	1687-9791	2009	2009		2017	2017				container_xadtevytlfhrpfa5jtk4yiqebe	fulltext		Hindawi Limited	1687-9783
serial	Analele Universitatii Ovidius Constanta - Seria Chimie	1223-7221	1223-7221	2012	23		2014	25				container_c56pfwkydjgn3olznhcmabiwxe	fulltext		De Gruyter Open Sp. z o.o.	1223-7221
serial	ISRN Bioinformatics	2090-7338	2090-7346	2012	2012		2014	2014				container_zm6txpuo35hz5lykl57d5srvd4	fulltext		Hindawi (International Scholarly Research Network)	2090-7338
serial	ISRN Analytical Chemistry	2090-7311	2090-732X	2012	2012		2014	2014				container_qjmruliieraptlhhn23l2oqvgi	fulltext		Hindawi (International Scholarly Research Network)	2090-7311
serial	Archives of psychiatry	2410-7484		2014	20		2019	25				container_w6b4dsfgsrb5pfovu2ie3y6rta	fulltext		Research Institute of Psychiatry Ministry of Health of Ukraine	2410-7484
serial	JEMBATAN	0216-6836		2019	15		2020	17				container_qfdmvsec4rhjnabc4p3dahbm3u	fulltext		Faculty of Economics, Universitas Sriwijaya	0216-6836
serial	Hepatitis Research and Treatment	2090-1364	2090-1372	2010	2010		2017	2017				container_qan5kf7jqrexpfiomqqod6sdfi	fulltext		Hindawi Limited	2090-1364
serial	JURNAL PENDIDIKAN EKONOMI Jurnal Ilmiah Ilmu Pendidikan Ilmu Ekonomi dan Ilmu Sosial	1907-9990	2548-7175	2017	11		2020	14				container_a3mieeqjujdijeybtecod6htyq	fulltext		UPT Penerbitan Universitas Jember	1907-9990
serial	Polish Journal of Applied Psychology	1642-1892	2354-0052	2014	12		2017	15				container_k6q4evroxnfudiegfe7mukl26m	fulltext		Walter de Gruyter GmbH	1642-1892
serial	ISRN Ophthalmology	2090-5688	2090-5696	2011	2011		2014	2014				container_zf3xvhxppjdidf5w52e3pzszaq	fulltext		Hindawi (International Scholarly Research Network)	2090-5688
serial	PKn progresif	1907-5332	2621-1904	2018	13		2020	15				container_ysikf3ipoze5le6gj5bqej42bi	fulltext		Universitas Sebelas Maret	1907-5332
serial	Milli mála - Journal of Languages and Culture	2298-1918	2298-7215	2018	10		2021	13				container_bi53swh6xjg2fbgeecgzy6n4q4	fulltext		The National and University Library of Iceland	2298-1918
serial	Sleep Medicine and Psychophysiology	1225-7354		2013	20		2014	21				container_v65oyif735cvrcatdzpfqwii2e	fulltext		Korean Academy of Sleep Medicine	1225-7354
serial	Direito & Justiça	0100-9079	1984-7718	2014	40		2016	42				container_mhfh5bjsirggdi6b3hdnp5kwt4	fulltext		EDIPUCRS	0100-9079
serial	Revista Eletrônica Espaço Teológico		2177-952X	2019	12		2022	16				container_ramd6pr3sfdchjvkwojqadkg7q	fulltext		Portal de Revistas PUC SP	2177-952X
serial	Economic Bulletin of the National Mining University	2073-9982	2415-704X	2019	65		2020	70				container_nqf5kd72kze4fajltaduzef7x4	fulltext		Dnipro University of Technology	2073-9982
serial	Quantum	2086-7328	2550-0716	2020	11		2021	12				container_dn26r323cnggjina2yvvr2u2uy	fulltext		Center for Journal Management and Publication, Lambung Mangkurat University	2086-7328
serial	Srce i krvni sudovi	1821-4835		2011	30		2018	37				container_guoky43zcjfupmka5pe445hymq	fulltext		Centre for Evaluation in Education and Science	1821-4835
serial	Revista del Departamento de Psicología - UFF	0104-8023	1980-5489	2005	17		2007	19				container_lmsq66k6yzfu7iabbwueg7drsa	fulltext		SciELO	0104-8023
serial	journal of counseling research	2008-1634	2008-1634	2019	18		2020	19				container_5adv24k3nbbmfe3cvnyp5zlfjy	fulltext		Armenian Green Publishing Co.	2008-1634
serial	Bulletin of the South Ural State University Series «Social Sciences and the Humanities»	1990-8466	2413-1024	2017	17		2018	18				container_2mdh57pszbgstfulk65dobcxzm	fulltext		FSAEIHE South Ural State University (National Research University)	1990-8466
serial	Medical facts and observations	0952-4185		1791	1		1799	7				container_fi4vcoqvenclnfhwnhjcjecnby	fulltext		printed for J	0952-4185
serial	Neuroscience Journal	2314-4262	2314-4270	2013	2013		2019	2019				container_shpw7xezhfa7pbw22lxqnqsnpq	fulltext		Hindawi Limited	2314-4262
serial	ISRN Pharmacology	2090-5165	2090-5173	2011	2011		2014	2014				container_r33idiinjfhv5ls5arsplvmhj4	fulltext		Hindawi (International Scholarly Research Network)	2090-5165
serial	Reports on Geodesy and Goeinformatics	0867-3179	0867-3179	2013	94		2014	96				container_po3trptou5b7he7mnz7zjepf5u	fulltext		De Gruyter Open Sp. z o.o.	0867-3179
serial	Dar Es Salaam Medical Students Journal	0856-7212	0856-7212	2011	16		2013	19				container_wosafpxvird6hfj43vmgfqqexy	fulltext		African Journals Online	0856-7212
serial	American Journal of Advanced Drug Delivery		2321-547X	2016	4		2018	6				container_fkfzhe4sqjbjfccpcj7bsb7mye	fulltext		Scitechnol Biosoft Pvt. Ltd	2321-547X
serial	Bulletin Economics Organisation and Informatics in Healthcare	1318-2927	1318-2927	2011	27		2012	28				container_2huuqnrtjnhq7jceluowi2mtqi	fulltext		De Gruyter Open Sp. z o.o.	1318-2927
serial	Journal of Clinical Infectious Diseases & Practice		2476-213X	2017	2		2018	3				container_lnrq6fj27ndeth7owlhd6rplmy	fulltext		OMICS Publishing Group	2476-213X
