publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	oclc_number
Accounting, Organizations and Society 1976-2011	0361-3682		1976-01	1		2011-11	36	8	https://archive.org/details/pub_accounting-organizations-and-society		pub_accounting-organizations-and-society		fulltext		Pergamon Press Inc.	serial								F	884083928
The Accounting Review 1926-2015	0001-4826		1926-03	1	1	2015-11	90	6	https://archive.org/details/pub_accounting-review		pub_accounting-review		fulltext		American Accounting Association	serial								F	1460791
Accounting & Tax Index	1063-0287		1974-01		Supplement 33	1985-01	2	M-Z	https://archive.org/details/pub_accounting-tax-index		pub_accounting-tax-index		fulltext		ProQuest	serial								F	
Accounting Technology 1987-2009	1068-6452		1986-07	3	1	2009-06	25	5	https://archive.org/details/pub_accounting-technology		pub_accounting-technology		fulltext		SourceMedia	serial								F	27722505
Accounting Today 1991-2011	1044-5714		1991-01	5	1	2011-12	25	12	https://archive.org/details/pub_accounting-today		pub_accounting-today		fulltext		SourceMedia	serial								F	18968151
Accounts of Chemical Research 2008-2010	0001-4842		2008-01	41	1	2010-12	43	12	https://archive.org/details/pub_accounts-of-chemical-research		pub_accounts-of-chemical-research		fulltext		AMERICAN CHEMICAL SOCIETY	serial								F	1460793
Accreditation and Quality Assurance 1998-2003	0949-1775		1998-01	3	1	2003-12	8	12	https://archive.org/details/pub_accreditation-and-quality-assurance		pub_accreditation-and-quality-assurance		fulltext		Springer Science & Business Media	serial								F	38988026
ACDS Newsletter			1969-07			1971-09			https://archive.org/details/pub_acds-newsletter		pub_acds-newsletter		fulltext		Association for Children Deprived of Support	serial								F	1049744994
ACEN News	0001-0677		1965-01		117	1971-11		153	https://archive.org/details/pub_acen-news		pub_acen-news		fulltext		Assembly of Captive European Nations	serial								F	
Siderurgia Latinoamericana 1971-1980	0379-7759		1971-05	12	133	1980-12		248	https://archive.org/details/pub_acero-latinoamericano		pub_acero-latinoamericano		fulltext		Instituto Latinamericano del Fierro	serial								F	648026117
ACH - Models in Chemistry	1217-8969		1955-01	7		1967-01	54	3-4	https://archive.org/details/pub_ach-models-in-chemistry		pub_ach-models-in-chemistry		fulltext		Akademiai Kiado Rt.	serial								F	
Achievement 1975-1995	0001-4907		1975-01	42	1	1995-12	62	4	https://archive.org/details/pub_achievement		pub_achievement		fulltext			serial								F	1126284010
ACHPER Australia Healthy Lifestyles Journal 1975-2008	1445-8918		1975-03		67	2008-01	55	4	https://archive.org/details/pub_achper-australia-healthy-lifestyles-journal		pub_achper-australia-healthy-lifestyles-journal		fulltext		Australian Council for Health Physical	serial								F	174082052
ACI Manual of Concrete Practice	0065-7875		2020-01			2020-01			https://archive.org/details/pub_aci-manual-of-concrete-practice		pub_aci-manual-of-concrete-practice		fulltext		American Concrete Institute	serial								F	
ACI Materials Journal 1987-2014	0889-325X		1987-01	84	1	2014-11	111	6	https://archive.org/details/pub_aci-materials-journal		pub_aci-materials-journal		fulltext		American Concrete Institute	serial								F	13846872
ACI Structural Journal 1987-2014	0889-3241		1987-01	84	1	2014-11	111	6	https://archive.org/details/pub_aci-structural-journal		pub_aci-structural-journal		fulltext		American Concrete Institute	serial								F	13846957
ACIAR Annual Report	0810-8315		1994-01			2006-01			https://archive.org/details/pub_aciar-annual-report		pub_aciar-annual-report		fulltext		Australian Centre for International Agricultural Research	serial								F	30149504
ACIAR Partners Magazine	1031-1009		1994-05		7	2020-01		3	https://archive.org/details/pub_aciar-partners-magazine		pub_aciar-partners-magazine		fulltext		Australian Centre for International Agricultural Research	serial								F	
ACIAR Technical Reports Series	0816-7923		1987-01	5		2012-01		80	https://archive.org/details/pub_aciar-technical-reports-series		pub_aciar-technical-reports-series		fulltext		Australian Centre for International Agricultural Research	serial								F	
ACIAR : in Vietnam [ACIAR Newsletter]			2005-09			2007-01			https://archive.org/details/pub_aciar-vietnam		pub_aciar-vietnam		fulltext		Australian Centre for International Agricultural Research	serial								F	
ACLS Newsletter 1949-1995	1041-5963		1949-05	1	1	1997-02	4	2	https://archive.org/details/pub_acls-newsletter		pub_acls-newsletter		fulltext		Amer Council of Learned Societies	serial								F	16744303
The American Civil Liberties Union, Record and Publications, Update	0197-8195		1974-01			1978-01			https://archive.org/details/pub_aclu-record-and-publications-update		pub_aclu-record-and-publications-update		fulltext		Microfilming Corporation of America	serial								F	32790909
Association for Computing Machinery: Computing Surveys 1969-2007	0360-0300		1969-03	1	1	2007-12	39	4	https://archive.org/details/pub_acm-computing-surveys		pub_acm-computing-surveys		fulltext		Association for Computing Machinery	serial								F	1731026
ACM Transactions on Computer Systems 1986-2007	0734-2071		1986-02	4	1	2007-12	25	4	https://archive.org/details/pub_acm-transactions-on-computer-systems		pub_acm-transactions-on-computer-systems		fulltext		Association for Computing Machinery	serial								F	8707114
Association for Computing Machinery: Transactions on Database Systems 1978-2007	0362-5915		1978-03	3	1	2007-11	32	4	https://archive.org/details/pub_acm-transactions-on-database-systems		pub_acm-transactions-on-database-systems		fulltext		Association for Computing Machinery	serial								F	2303032
ACM Transactions on Graphics 1986-2007	0730-0301		1986-01	5	1	2007-07	26	3	https://archive.org/details/pub_acm-transactions-on-graphics		pub_acm-transactions-on-graphics		fulltext		Association for Computing Machinery	serial								F	7941481
ACM Transactions on Information Systems 1986-2007	1046-8188		1986-01	4	1	2007-08	25	4	https://archive.org/details/pub_acm-transactions-on-information-systems		pub_acm-transactions-on-information-systems		fulltext		Association for Computing Machinery	serial								F	20309308
Association for Computing Machinery: Transactions on Mathematical Software 1978-2006	0098-3500		1978-03	4	1	2006-12	32	4	https://archive.org/details/pub_acm-transactions-on-mathematical-software		pub_acm-transactions-on-mathematical-software		fulltext		Association for Computing Machinery	serial								F	1748060
ACM Transactions on Programming Languages and Systems 1986-2007	0164-0925		1986-01	8	1	2007-11	29	6	https://archive.org/details/pub_acm-transactions-on-programming-languages-and-systems		pub_acm-transactions-on-programming-languages-and-systems		fulltext		Association for Computing Machinery	serial								F	4574696
ACN: Asian Chemical News 2003	1356-5389		2003-11	10	422	2004-11	10	469	https://archive.org/details/pub_acn-asian-chemical-news		pub_acn-asian-chemical-news		fulltext		Reed Business Information UK	serial								F	32908164
Acoustical Physics	1063-7710		1961-01	7	1	1976-11	22	6	https://archive.org/details/pub_acoustical-physics		pub_acoustical-physics		fulltext		M A I K Nauka - Interperiodica	serial								F	
ACP Journal Club 1998-2008	1056-8751		1998-01	128	1	2008-03	148	2	https://archive.org/details/pub_acp-journal-club		pub_acp-journal-club		fulltext		American College of Physicians	serial								F	23085040
The Acquisitions Librarian 2005-2007	0896-3576		2005-01		33-34	2007-01	19	1-2	https://archive.org/details/pub_acquisitions-librarian		pub_acquisitions-librarian		fulltext		Haworth Press, Inc.	serial								F	17009807
Acrida	0300-4686		1974-01	3	1	1981-01	10	4	https://archive.org/details/pub_acrida		pub_acrida		fulltext		Association d'Acridologie	serial								F	
ACS Symposium Series	0097-6156		1991-01		453	1991-01		453	https://archive.org/details/pub_acs-symposium-series		pub_acs-symposium-series		fulltext		American Chemical Society	serial								F	
ACSM Bulletin 1989-1994	0747-9417		1989-02		118	1994-11		152	https://archive.org/details/pub_acsm-bulletin		pub_acsm-bulletin		fulltext		American Congress on Surveying and	serial								F	9781501
Acta Acustica united with Acustica	1610-1928		1951-01	1	1	1977-01	36	5	https://archive.org/details/pub_acta-acustica-united-with-acustica		pub_acta-acustica-united-with-acustica		fulltext		S. Hirzel Verlag	serial								F	
Acta Agrobotanica	0065-0951		1954-01	2		1965-01	17		https://archive.org/details/pub_acta-agrobotanica		pub_acta-agrobotanica		fulltext		Polskie Towarzystwo Botaniczne	serial								F	1460817
Acta Agronomica	0120-2812		2006-01	55	1	2008-01	57	1	https://archive.org/details/pub_acta-agronomica		pub_acta-agronomica		fulltext		Universidad Nacional de Colombia 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Facultad de Ciencias Agropecuarias Palmira	serial								F	
Acta Amazonica 1971-1995	0044-5967		1971-01	1	SUPPLEMENT	1995-09	25	3-4	https://archive.org/details/pub_acta-amazonica		pub_acta-amazonica		fulltext		Inst Nacional De Pesquis Da Amazonia	serial								F	3495363
Acta Antiqua Academiae Scientiarum Hungaricae	0044-5975		1969-01	17	1-2	1979-01	27	4	https://archive.org/details/pub_acta-antiqua-academiae-scientiarum-hungaricae		pub_acta-antiqua-academiae-scientiarum-hungaricae		fulltext		Akademiai Kiado Rt.	serial								F	
Acta Apostolicae Sedis 1909-2014	0001-5199		1909-01	1	1	2014-12	106	12	https://archive.org/details/pub_acta-apostolicae-sedis		pub_acta-apostolicae-sedis		fulltext		Libreria Editrice Vaticana	serial								F	1460828
Acta Archaeologica Academiae Scientiarum Hungaricae	0001-5210		1827-01	61	none	1985-01	37	3-4	https://archive.org/details/pub_acta-archaeologica-academiae-scientiarum-hungaricae		pub_acta-archaeologica-academiae-scientiarum-hungaricae		fulltext		Akademiai Kiado Rt.	serial								F	
Acta Astronautica 1974-1994	0094-5765		1974-01	1		1994-12	32	12	https://archive.org/details/pub_acta-astronautica		pub_acta-astronautica		fulltext		ELSEVIER LTD.	serial								F	973236536
Acta Audiologica y Foniatrica Hispanoamericana 1972	0515-2747		1972-01	9	1	1972-09	9	3	https://archive.org/details/pub_acta-audiologica-y-foniatrica-hispanoamericana		pub_acta-audiologica-y-foniatrica-hispanoamericana		fulltext		Instituto Mexicano de la Audicion	serial								F	5915833
Acta Biochimica Polonica	0001-527X		1971-01	18	1	1984-01	31	4	https://archive.org/details/pub_acta-biochimica-polonica		pub_acta-biochimica-polonica		fulltext		Polskie Towarzystwo Biochemiczne	serial								F	
Acta Biologica Venezuelica 1975-1978	0001-5326		1975-09	9	1	1978-10	9	4	https://archive.org/details/pub_acta-biologica-venezuelica		pub_acta-biologica-venezuelica		fulltext		Universidad Central de Venezuela	serial								F	1460850
Acta Biotheoretica ACBI	0001-5342		1980-01	29	1	1993-12	41	4	https://archive.org/details/pub_acta-biotheoretica-acbi		pub_acta-biotheoretica-acbi		fulltext		Springer	serial								F	1367275997
Acta Botanica Brasilica	0102-3306		2007-04	21	2	2009-10	23	4	https://archive.org/details/pub_acta-botanica-brasilica		pub_acta-botanica-brasilica		fulltext		Sociedade Botanica do Brasil	serial								F	
Acta Botanica Croatica	0365-0588		1925-01	1		2001-01	60	1	https://archive.org/details/pub_acta-botanica-croatica		pub_acta-botanica-croatica		fulltext		Sveuciliste u Zagrebu 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Prirodoslovno-Matematicki Fakultet, Bioloski Odsjek	serial								F	
