publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	Acta Botanica Croatica	0365-0588		1925-01	1		2001-01	60	1			pub_acta-botanica-croatica	fulltext		Sveuciliste u Zagrebu 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Prirodoslovno-Matematicki Fakultet, Bioloski Odsjek	0365-0588
serial	Acta Botanica Cubana	0138-6824		1980-01		1	1989-02		74			pub_acta-botanica-cubana	fulltext		Academia de Ciencias de Cuba 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Instituto de Ecologia y Sistematica	2519-7754
serial	Acta Botanica Fennica	0001-5369		1925-01		1	1995-01	155				pub_acta-botanica-fennica	fulltext		Finnish Zoological and Botanical Publishing Board	0001-5369
serial	Acta Botanica Hungarica	0236-6495		1954-01	1	1-2	2011-09	53	3-4			pub_acta-botanica-hungarica	fulltext		Akademiai Kiado Rt.	0236-6495
serial	Acta Botanica Indica	0379-508X		1973-01	1	1-2	1991-06	19	1			pub_acta-botanica-indica	fulltext		Society for the Advancement of Botany	0379-508X
serial	Acta Botanica Malacitana	0210-9506		1991-01	16	1	2016-01	41				pub_acta-botanica-malacitana	fulltext		Universidad de Malaga 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work UMA Editorial	0210-9506
serial	Acta Botanica Neerlandica 1987-1990	0044-5983		1905-06	15	1-689	1998-12	47	4			pub_acta-botanica-neerlandica	fulltext		John Wiley & Sons, Inc.	0044-5983
serial	Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials	2052-5192		1969-01	B25	Part 1	1969-06	B25	Part 6			pub_acta-crystallographica-section-b	fulltext		Wiley	2052-5192
serial	Acta Cytologica 1957-2014	0001-5547		1957-01	1	1	2014-01	58	6			pub_acta-cytologica	fulltext		Science Printers and Publishers, Inc.	0001-5547
serial	Acta Diabetologica 1977-1991	0940-5429		1977-01	14	1-2	1991-01	28	1			pub_acta-diabetologica	fulltext		Springer Science & Business Media	0940-5429
serial	Acta Electronica	0001-558X		1960-01	4	1	1977-01	20	4			pub_acta-electronica	fulltext		Laboratoires d'Electronique et de Physique Appliquee (LEP)	0001-558X
serial	Acta Forestalia Fennica	0001-5636		1925-01			1937-01	44				pub_acta-forestalia-fennica	fulltext		Suomen Metsätieteellinen Seura	0001-5636
serial	Acta Geochimica	2096-0956		1958-01		1	1991-10	10	4			pub_acta-geochimica	fulltext		Kexue Chubanshe	2365-7499
serial	Acta Geologica Polonica	0001-5709		1950-01	1	1	1976-01	26	4			pub_acta-geologica-polonica	fulltext		Wydawnictwo Naukowe INVIT	0001-5709
serial	Acta Haematologica 1966-1974	0001-5792		1966-01	35	1	1975-01	54	6			pub_acta-haematologica	fulltext		S Karger AG	0001-5792
serial	Acta Histochemica et Cytochemica 1972-1991	0044-5991		1972-01	5	1	1991-01	24	6			pub_acta-histochemica-et-cytochemica	fulltext		Japan Society of Histochemistry and	0044-5991
serial	Acta Historica Academiae Scientiarum Hungaricae	0001-5849		1970-01	16	1-2	1988-01	34	4			pub_acta-historica-academiae-scientiarum-hungaricae	fulltext		Akademiai Kiado Rt.	0001-5849
serial	Acta Horti Bergiani	0373-4269		1919-01	6		1939-01	13	1			pub_acta-horti-bergiani	fulltext		Bergianska Stiftelsen	0373-4269
serial	Acta Horti Botanici Bucurestiensis	1453-8830		1959-01			1974-01					pub_acta-horti-botanici-bucurestiensis	fulltext		Editura Universitatea din Bucuresti	1453-8830
serial	Acta Horticulturae	0567-7572		2001-01	1	725	2019-09	2	1057			pub_acta-horticulturae	fulltext		International Society for Horticultural Science	0567-7572
serial	Acta Informatica 1971-2000	0001-5903		1979-01	12	1	2005-08	41	9			pub_acta-informatica	fulltext		Springer Science & Business Media	0001-5903
serial	Acta Jutlandica. Teologisk Serie	0106-0945		1956-01	28	3	1956-01	28	3			pub_acta-jutlandica-teologisk-serie	fulltext		Aarhus Universitetsforlag	0106-0945
serial	Acta Linguistica Hafniensia	0374-0463		1939-01	1		1996-01	28				pub_acta-linguistica-hafniensia	fulltext		Routledge	0374-0463
serial	Acta Materialia 1953-2002	1359-6454		1953-01	1		2002-12	50	20			pub_acta-materialia	fulltext		ELSEVIER LTD.	1359-6454
serial	Acta Mathematica Hungarica AMHU	0236-5294		1950-01	1	1	2005-12	109	4			pub_acta-mathematica-hungarica-amhu	fulltext		Springer	0001-5954
serial	Acta Mechanica 1991-2005	0001-5970		1946-01	1	1-2	2005-12	180	1-4			pub_acta-mechanica	fulltext		Springer Science & Business Media	0001-5970
serial	Acta Mechanica Solida Sinica 1988-1993	0894-9166		1988-01	1	1	1993-10	6	4			pub_acta-mechanica-solida-sinica	fulltext		Springer Science & Business Media	0894-9166
serial	Acta Medica Catholica	0775-9053		1962-01	34	1	1987-01	56	4			pub_acta-medica-catholica	fulltext		Société Médicale Belge de Saint-Luc	0775-9053
serial	Acta Medica del Valle 1972-1973	0044-6017		1972-01	3	1	1973-01	4	4			pub_acta-medica-del-valle	fulltext		Corporación Editora Médica del Valle	0044-6017
serial	Acta Meteorologica Sinica (Chi Hsiang Hsueh Pao) 1989-1993	0894-0525		1989-01	3	1	1993-01	7	4			pub_acta-meteorologica-sinica-chi-hsiang-hsueh-pao	fulltext		ELSEVIER LTD.	0894-0525
serial	Acta Microbiologica et Immunologica Hungarica	1217-8950		1954-03	56	1	2011-12	58	4			pub_acta-microbiologica-et-immunologica-hungarica	fulltext		Akademiai Kiado Rt.	1217-8950
serial	Acta Musei Nationalis Pragae. Historia Litterarum	2570-6861		1970-01	15	1-5	1975-01	20	4-5			pub_acta-musei-nationalis-pragae-historia-litterarum	fulltext		Narodni Muzeum	2570-6861
serial	Acta Musei Richnoviensis	1213-4260		2004-01	11	2	2017-01	24	1-2			pub_acta-musei-richnoviensis	fulltext		Muzeum a galerie Orlických hor	1213-4260
serial	Acta Musicologica	0001-6241		1928-10	1	1	1932-10	4	4			pub_acta-musicologica	fulltext		Baerenreiter Verlag	0001-6241
serial	Acta Mycologica	0001-625X		1965-01	1		2014-01	49	2			pub_acta-mycologica	fulltext		Polskie Towarzystwo Botaniczne	0001-625X
serial	Acta Neurochirurgica 1985-1998	0001-6268		1985-01	74	1-2	1998-01	140	8			pub_acta-neurochirurgica	fulltext		Springer Science & Business Media	0001-6268
serial	Acta Neurochirurgica. Supplementum	0065-1419		1987-01			1997-01					pub_acta-neurochirurgica-supplementum	fulltext		Springer Cham	0065-1419
serial	Acta Neurologica Belgica 1975-1980	0300-9009		1975-01	75	1	1980-09	80	5			pub_acta-neurologica-belgica	fulltext		Acta Neurologica Belgica	0300-9009
serial	Acta Neuropathologica 1981-2000	0001-6322		1981-01	53	1	2000-12	100	6			pub_acta-neuropathologica	fulltext		Springer Science & Business Media	0001-6322
serial	Acta Obstetricia et Gynecologica Scandinavica 1973-1991	0001-6349		1973-01	52	1	1991-01	70	7-8			pub_acta-obstetricia-et-gynecologica-scandinavica	fulltext		Wiley Subscription Services, Inc.	0001-6349
serial	Acta Oceanologica Sinica (Hai Yang Hsueh Pao) 1985-1993	0253-505X		1985-01	4		1993-10	12	4			pub_acta-oceanologica-sinica-hai-yang-hsueh-pao	fulltext		ELSEVIER LTD.	0253-505X
serial	Acta Odontologica Scandinavica 1998-2000	0001-6357		1998-02	56	1	1999-12	58	6			pub_acta-odontologica-scandinavica	fulltext		Taylor & Francis Ltd	0001-6357
serial	Acta Oecologica	1873-6238		1980-01	1	1	2000-11	21	6			pub_acta-oecologica	fulltext		Elsevier Masson	1146-609X
serial	Acta Oeconomica	0001-6373		1966-01	1	1-2	1991-01	43	Content			pub_acta-oeconomica	fulltext		Akademiai Kiado Rt.	0001-6373
serial	Acta Oncologica 1970-2007	0284-186X		1970-02	9	1	2007-01	46	8			pub_acta-oncologica	fulltext		Taylor & Francis Ltd	0284-186X
serial	Acta Ornithologica	0001-6454		2000-01	50	2	2000-01	50	2			pub_acta-ornithologica	fulltext		Polska Akademia Nauk 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Muzeum i Instytut Zoologii	0001-6454
serial	Acta Orthopaedica 2003	1745-3674		2003-02	74	1	2003-12	74	SUPPLEMENT			pub_acta-orthopaedica	fulltext		Taylor & Francis Ltd	1745-3674
serial	Acta Paediatrica 1921-2013	0803-5253		1921-01	1		2013-12	102	12			pub_acta-paediatrica	fulltext		Wiley Subscription Services, Inc.	0803-5253
serial	Acta Paediatrica Japonica 1963-1998	0374-5600		1993-02	35	1	1993-12	35	6			pub_acta-paediatrica-japonica	fulltext			0374-5600
serial	Acta Palaeobotanica	0001-6594		1960-01	1	1	1974-01	15	2			pub_acta-palaeobotanica	fulltext		Polska Akademia Nauk 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Instytut Botaniki im. W. Szafera	0001-6594
